Brand,Model,Name,Fuel,Year,Month,Date,Sales
BMW,i8,BMW i8,PHEV,2015,MAR,2015-03-01,143
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2015,MAR,2015-03-01,145
Ford,Focus Electric,Ford Focus Electric,BEV,2015,MAR,2015-03-01,140
smart,ED,smart ED,BEV,2015,MAR,2015-03-01,103
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2015,MAR,2015-03-01,72
Cadillac,ELR,Cadillac ELR,PHEV,2015,MAR,2015-03-01,92
Kia,Soul EV,Kia Soul EV,BEV,2015,MAR,2015-03-01,63
BMW,X5 xDrive 40e,BMW X5 xDrive 40e,PHEV,2015,MAR,2015-03-01,0
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2015,MAR,2015-03-01,44
Tesla,Model X,Tesla Model X,BEV,2015,MAR,2015-03-01,0
Porsche,918 Spyder,Porsche 918 Spyder,PHEV,2015,MAR,2015-03-01,10
Hyundai,Sonata PHEV,Hyundai Sonata PHEV,PHEV,2015,MAR,2015-03-01,0
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2015,MAR,2015-03-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2015,MAR,2015-03-01,10
Volvo,XC90,Volvo XC90,PHEV,2015,MAR,2015-03-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2015,MAR,2015-03-01,5
Audi,A3 Sportback e-tron,Audi A3 Sportback e-tron,PHEV,2015,MAR,2015-03-01,0
Other,NA,Other,PHEV,2015,MAR,2015-03-01,5
Tesla,Model S,Tesla Model S,BEV,2015,APR,2015-04-01,1700
Nissan,LEAF,Nissan LEAF,BEV,2015,APR,2015-04-01,1553
Chevrolet,Volt,Chevrolet Volt,PHEV,2015,APR,2015-04-01,905
BMW,i3,BMW i3,PHEV,2015,APR,2015-04-01,406
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2015,APR,2015-04-01,711
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2015,APR,2015-04-01,553
Fiat,500e,Fiat 500e,BEV,2015,APR,2015-04-01,717
VW,e-Golf,VW e-Golf,BEV,2015,APR,2015-04-01,309
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2015,APR,2015-04-01,428
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2015,APR,2015-04-01,920
BMW,i8,BMW i8,PHEV,2015,APR,2015-04-01,138
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2015,APR,2015-04-01,158
Ford,Focus Electric,Ford Focus Electric,BEV,2015,APR,2015-04-01,124
smart,ED,smart ED,BEV,2015,APR,2015-04-01,124
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2015,APR,2015-04-01,88
Cadillac,ELR,Cadillac ELR,PHEV,2015,APR,2015-04-01,104
Kia,Soul EV,Kia Soul EV,BEV,2015,APR,2015-04-01,73
BMW,X5 xDrive 40e,BMW X5 xDrive 40e,PHEV,2015,APR,2015-04-01,0
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2015,APR,2015-04-01,30
Tesla,Model X,Tesla Model X,BEV,2015,APR,2015-04-01,0
Porsche,918 Spyder,Porsche 918 Spyder,PHEV,2015,APR,2015-04-01,28
Hyundai,Sonata PHEV,Hyundai Sonata PHEV,PHEV,2015,APR,2015-04-01,0
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2015,APR,2015-04-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2015,APR,2015-04-01,16
Volvo,XC90,Volvo XC90,PHEV,2015,APR,2015-04-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2015,APR,2015-04-01,5
Audi,A3 Sportback e-tron,Audi A3 Sportback e-tron,PHEV,2015,APR,2015-04-01,0
Other,NA,Other,PHEV,2015,APR,2015-04-01,4
Tesla,Model S,Tesla Model S,BEV,2015,MAY,2015-05-01,2400
Nissan,LEAF,Nissan LEAF,BEV,2015,MAY,2015-05-01,2104
Chevrolet,Volt,Chevrolet Volt,PHEV,2015,MAY,2015-05-01,1618
BMW,i3,BMW i3,PHEV,2015,MAY,2015-05-01,818
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2015,MAY,2015-05-01,986
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2015,MAY,2015-05-01,715
Fiat,500e,Fiat 500e,BEV,2015,MAY,2015-05-01,420
VW,e-Golf,VW e-Golf,BEV,2015,MAY,2015-05-01,410
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2015,MAY,2015-05-01,727
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2015,MAY,2015-05-01,283
BMW,i8,BMW i8,PHEV,2015,MAY,2015-05-01,117
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2015,MAY,2015-05-01,278
Ford,Focus Electric,Ford Focus Electric,BEV,2015,MAY,2015-05-01,165
smart,ED,smart ED,BEV,2015,MAY,2015-05-01,102
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2015,MAY,2015-05-01,105
Cadillac,ELR,Cadillac ELR,PHEV,2015,MAY,2015-05-01,116
Kia,Soul EV,Kia Soul EV,BEV,2015,MAY,2015-05-01,108
BMW,X5 xDrive 40e,BMW X5 xDrive 40e,PHEV,2015,MAY,2015-05-01,0
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2015,MAY,2015-05-01,21
Tesla,Model X,Tesla Model X,BEV,2015,MAY,2015-05-01,0
Porsche,918 Spyder,Porsche 918 Spyder,PHEV,2015,MAY,2015-05-01,20
Hyundai,Sonata PHEV,Hyundai Sonata PHEV,PHEV,2015,MAY,2015-05-01,0
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2015,MAY,2015-05-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2015,MAY,2015-05-01,18
Volvo,XC90,Volvo XC90,PHEV,2015,MAY,2015-05-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2015,MAY,2015-05-01,5
Audi,A3 Sportback e-tron,Audi A3 Sportback e-tron,PHEV,2015,MAY,2015-05-01,0
Other,NA,Other,PHEV,2015,MAY,2015-05-01,4
Tesla,Model S,Tesla Model S,BEV,2015,JUN,2015-06-01,2800
Nissan,LEAF,Nissan LEAF,BEV,2015,JUN,2015-06-01,2074
Chevrolet,Volt,Chevrolet Volt,PHEV,2015,JUN,2015-06-01,1225
BMW,i3,BMW i3,PHEV,2015,JUN,2015-06-01,551
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2015,JUN,2015-06-01,727
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2015,JUN,2015-06-01,667
Fiat,500e,Fiat 500e,BEV,2015,JUN,2015-06-01,363
VW,e-Golf,VW e-Golf,BEV,2015,JUN,2015-06-01,293
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2015,JUN,2015-06-01,464
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2015,JUN,2015-06-01,226
BMW,i8,BMW i8,PHEV,2015,JUN,2015-06-01,137
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2015,JUN,2015-06-01,242
Ford,Focus Electric,Ford Focus Electric,BEV,2015,JUN,2015-06-01,152
smart,ED,smart ED,BEV,2015,JUN,2015-06-01,94
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2015,JUN,2015-06-01,88
Cadillac,ELR,Cadillac ELR,PHEV,2015,JUN,2015-06-01,62
Kia,Soul EV,Kia Soul EV,BEV,2015,JUN,2015-06-01,109
BMW,X5 xDrive 40e,BMW X5 xDrive 40e,PHEV,2015,JUN,2015-06-01,0
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2015,JUN,2015-06-01,34
Tesla,Model X,Tesla Model X,BEV,2015,JUN,2015-06-01,0
Porsche,918 Spyder,Porsche 918 Spyder,PHEV,2015,JUN,2015-06-01,29
Hyundai,Sonata PHEV,Hyundai Sonata PHEV,PHEV,2015,JUN,2015-06-01,0
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2015,JUN,2015-06-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2015,JUN,2015-06-01,23
Volvo,XC90,Volvo XC90,PHEV,2015,JUN,2015-06-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2015,JUN,2015-06-01,4
Audi,A3 Sportback e-tron,Audi A3 Sportback e-tron,PHEV,2015,JUN,2015-06-01,0
Other,NA,Other,PHEV,2015,JUN,2015-06-01,0
Tesla,Model S,Tesla Model S,BEV,2015,JUL,2015-07-01,1600
Nissan,LEAF,Nissan LEAF,BEV,2015,JUL,2015-07-01,1174
Chevrolet,Volt,Chevrolet Volt,PHEV,2015,JUL,2015-07-01,1313
BMW,i3,BMW i3,PHEV,2015,JUL,2015-07-01,935
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2015,JUL,2015-07-01,852
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2015,JUL,2015-07-01,693
Fiat,500e,Fiat 500e,BEV,2015,JUL,2015-07-01,485
VW,e-Golf,VW e-Golf,BEV,2015,JUL,2015-07-01,313
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2015,JUL,2015-07-01,584
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2015,JUL,2015-07-01,57
BMW,i8,BMW i8,PHEV,2015,JUL,2015-07-01,217
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2015,JUL,2015-07-01,196
Ford,Focus Electric,Ford Focus Electric,BEV,2015,JUL,2015-07-01,135
smart,ED,smart ED,BEV,2015,JUL,2015-07-01,109
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2015,JUL,2015-07-01,77
Cadillac,ELR,Cadillac ELR,PHEV,2015,JUL,2015-07-01,66
Kia,Soul EV,Kia Soul EV,BEV,2015,JUL,2015-07-01,59
BMW,X5 xDrive 40e,BMW X5 xDrive 40e,PHEV,2015,JUL,2015-07-01,0
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2015,JUL,2015-07-01,23
Tesla,Model X,Tesla Model X,BEV,2015,JUL,2015-07-01,0
Porsche,918 Spyder,Porsche 918 Spyder,PHEV,2015,JUL,2015-07-01,40
Hyundai,Sonata PHEV,Hyundai Sonata PHEV,PHEV,2015,JUL,2015-07-01,0
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2015,JUL,2015-07-01,10
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2015,JUL,2015-07-01,12
Volvo,XC90,Volvo XC90,PHEV,2015,JUL,2015-07-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2015,JUL,2015-07-01,1
Audi,A3 Sportback e-tron,Audi A3 Sportback e-tron,PHEV,2015,JUL,2015-07-01,0
Other,NA,Other,PHEV,2015,JUL,2015-07-01,0
Tesla,Model S,Tesla Model S,BEV,2015,AUG,2015-08-01,1300
Nissan,LEAF,Nissan LEAF,BEV,2015,AUG,2015-08-01,1393
Chevrolet,Volt,Chevrolet Volt,PHEV,2015,AUG,2015-08-01,1380
BMW,i3,BMW i3,PHEV,2015,AUG,2015-08-01,792
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2015,AUG,2015-08-01,949
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2015,AUG,2015-08-01,723
Fiat,500e,Fiat 500e,BEV,2015,AUG,2015-08-01,610
VW,e-Golf,VW e-Golf,BEV,2015,AUG,2015-08-01,381
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2015,AUG,2015-08-01,344
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2015,AUG,2015-08-01,135
BMW,i8,BMW i8,PHEV,2015,AUG,2015-08-01,210
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2015,AUG,2015-08-01,172
Ford,Focus Electric,Ford Focus Electric,BEV,2015,AUG,2015-08-01,176
smart,ED,smart ED,BEV,2015,AUG,2015-08-01,106
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2015,AUG,2015-08-01,83
Cadillac,ELR,Cadillac ELR,PHEV,2015,AUG,2015-08-01,45
Kia,Soul EV,Kia Soul EV,BEV,2015,AUG,2015-08-01,93
BMW,X5 xDrive 40e,BMW X5 xDrive 40e,PHEV,2015,AUG,2015-08-01,0
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2015,AUG,2015-08-01,36
Tesla,Model X,Tesla Model X,BEV,2015,AUG,2015-08-01,0
Porsche,918 Spyder,Porsche 918 Spyder,PHEV,2015,AUG,2015-08-01,22
Hyundai,Sonata PHEV,Hyundai Sonata PHEV,PHEV,2015,AUG,2015-08-01,0
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2015,AUG,2015-08-01,10
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2015,AUG,2015-08-01,6
Volvo,XC90,Volvo XC90,PHEV,2015,AUG,2015-08-01,4
Honda,Accord PHV,Honda Accord PHV,PHEV,2015,AUG,2015-08-01,2
Audi,A3 Sportback e-tron,Audi A3 Sportback e-tron,PHEV,2015,AUG,2015-08-01,0
Other,NA,Other,PHEV,2015,AUG,2015-08-01,0
Tesla,Model S,Tesla Model S,BEV,2015,SEP,2015-09-01,2500
Nissan,LEAF,Nissan LEAF,BEV,2015,SEP,2015-09-01,1247
Chevrolet,Volt,Chevrolet Volt,PHEV,2015,SEP,2015-09-01,949
BMW,i3,BMW i3,PHEV,2015,SEP,2015-09-01,1710
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2015,SEP,2015-09-01,808
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2015,SEP,2015-09-01,719
Fiat,500e,Fiat 500e,BEV,2015,SEP,2015-09-01,635
VW,e-Golf,VW e-Golf,BEV,2015,SEP,2015-09-01,343
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2015,SEP,2015-09-01,216
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2015,SEP,2015-09-01,157
BMW,i8,BMW i8,PHEV,2015,SEP,2015-09-01,182
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2015,SEP,2015-09-01,147
Ford,Focus Electric,Ford Focus Electric,BEV,2015,SEP,2015-09-01,145
smart,ED,smart ED,BEV,2015,SEP,2015-09-01,94
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2015,SEP,2015-09-01,70
Cadillac,ELR,Cadillac ELR,PHEV,2015,SEP,2015-09-01,36
Kia,Soul EV,Kia Soul EV,BEV,2015,SEP,2015-09-01,105
BMW,X5 xDrive 40e,BMW X5 xDrive 40e,PHEV,2015,SEP,2015-09-01,0
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2015,SEP,2015-09-01,41
Tesla,Model X,Tesla Model X,BEV,2015,SEP,2015-09-01,6
Porsche,918 Spyder,Porsche 918 Spyder,PHEV,2015,SEP,2015-09-01,4
Hyundai,Sonata PHEV,Hyundai Sonata PHEV,PHEV,2015,SEP,2015-09-01,0
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2015,SEP,2015-09-01,17
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2015,SEP,2015-09-01,3
Volvo,XC90,Volvo XC90,PHEV,2015,SEP,2015-09-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2015,SEP,2015-09-01,0
Audi,A3 Sportback e-tron,Audi A3 Sportback e-tron,PHEV,2015,SEP,2015-09-01,0
Other,NA,Other,PHEV,2015,SEP,2015-09-01,0
Tesla,Model S,Tesla Model S,BEV,2015,OCT,2015-10-01,1900
Nissan,LEAF,Nissan LEAF,BEV,2015,OCT,2015-10-01,1238
Chevrolet,Volt,Chevrolet Volt,PHEV,2015,OCT,2015-10-01,2035
BMW,i3,BMW i3,PHEV,2015,OCT,2015-10-01,986
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2015,OCT,2015-10-01,849
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2015,OCT,2015-10-01,695
Fiat,500e,Fiat 500e,BEV,2015,OCT,2015-10-01,425
VW,e-Golf,VW e-Golf,BEV,2015,OCT,2015-10-01,596
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2015,OCT,2015-10-01,91
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2015,OCT,2015-10-01,177
BMW,i8,BMW i8,PHEV,2015,OCT,2015-10-01,149
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2015,OCT,2015-10-01,81
Ford,Focus Electric,Ford Focus Electric,BEV,2015,OCT,2015-10-01,126
smart,ED,smart ED,BEV,2015,OCT,2015-10-01,75
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2015,OCT,2015-10-01,125
Cadillac,ELR,Cadillac ELR,PHEV,2015,OCT,2015-10-01,82
Kia,Soul EV,Kia Soul EV,BEV,2015,OCT,2015-10-01,109
BMW,X5 xDrive 40e,BMW X5 xDrive 40e,PHEV,2015,OCT,2015-10-01,118
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2015,OCT,2015-10-01,28
Tesla,Model X,Tesla Model X,BEV,2015,OCT,2015-10-01,4
Porsche,918 Spyder,Porsche 918 Spyder,PHEV,2015,OCT,2015-10-01,0
Hyundai,Sonata PHEV,Hyundai Sonata PHEV,PHEV,2015,OCT,2015-10-01,0
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2015,OCT,2015-10-01,25
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2015,OCT,2015-10-01,9
Volvo,XC90,Volvo XC90,PHEV,2015,OCT,2015-10-01,1
Honda,Accord PHV,Honda Accord PHV,PHEV,2015,OCT,2015-10-01,0
Audi,A3 Sportback e-tron,Audi A3 Sportback e-tron,PHEV,2015,OCT,2015-10-01,0
Other,NA,Other,PHEV,2015,OCT,2015-10-01,2
Tesla,Model S,Tesla Model S,BEV,2015,NOV,2015-11-01,2702
Nissan,LEAF,Nissan LEAF,BEV,2015,NOV,2015-11-01,1054
Chevrolet,Volt,Chevrolet Volt,PHEV,2015,NOV,2015-11-01,1980
BMW,i3,BMW i3,PHEV,2015,NOV,2015-11-01,723
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2015,NOV,2015-11-01,944
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2015,NOV,2015-11-01,639
Fiat,500e,Fiat 500e,BEV,2015,NOV,2015-11-01,390
VW,e-Golf,VW e-Golf,BEV,2015,NOV,2015-11-01,472
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2015,NOV,2015-11-01,44
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2015,NOV,2015-11-01,166
BMW,i8,BMW i8,PHEV,2015,NOV,2015-11-01,188
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2015,NOV,2015-11-01,41
Ford,Focus Electric,Ford Focus Electric,BEV,2015,NOV,2015-11-01,93
smart,ED,smart ED,BEV,2015,NOV,2015-11-01,178
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2015,NOV,2015-11-01,121
Cadillac,ELR,Cadillac ELR,PHEV,2015,NOV,2015-11-01,67
Kia,Soul EV,Kia Soul EV,BEV,2015,NOV,2015-11-01,83
BMW,X5 xDrive 40e,BMW X5 xDrive 40e,PHEV,2015,NOV,2015-11-01,167
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2015,NOV,2015-11-01,33
Tesla,Model X,Tesla Model X,BEV,2015,NOV,2015-11-01,5
Porsche,918 Spyder,Porsche 918 Spyder,PHEV,2015,NOV,2015-11-01,2
Hyundai,Sonata PHEV,Hyundai Sonata PHEV,PHEV,2015,NOV,2015-11-01,15
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2015,NOV,2015-11-01,21
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2015,NOV,2015-11-01,4
Volvo,XC90,Volvo XC90,PHEV,2015,NOV,2015-11-01,7
Honda,Accord PHV,Honda Accord PHV,PHEV,2015,NOV,2015-11-01,1
Audi,A3 Sportback e-tron,Audi A3 Sportback e-tron,PHEV,2015,NOV,2015-11-01,0
Other,NA,Other,PHEV,2015,NOV,2015-11-01,0
Tesla,Model S,Tesla Model S,BEV,2015,DEC,2015-12-01,3600
Nissan,LEAF,Nissan LEAF,BEV,2015,DEC,2015-12-01,1347
Chevrolet,Volt,Chevrolet Volt,PHEV,2015,DEC,2015-12-01,2114
BMW,i3,BMW i3,PHEV,2015,DEC,2015-12-01,1422
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2015,DEC,2015-12-01,1058
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2015,DEC,2015-12-01,579
Fiat,500e,Fiat 500e,BEV,2015,DEC,2015-12-01,265
VW,e-Golf,VW e-Golf,BEV,2015,DEC,2015-12-01,609
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2015,DEC,2015-12-01,22
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2015,DEC,2015-12-01,152
BMW,i8,BMW i8,PHEV,2015,DEC,2015-12-01,656
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2015,DEC,2015-12-01,97
Ford,Focus Electric,Ford Focus Electric,BEV,2015,DEC,2015-12-01,96
smart,ED,smart ED,BEV,2015,DEC,2015-12-01,179
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2015,DEC,2015-12-01,137
Cadillac,ELR,Cadillac ELR,PHEV,2015,DEC,2015-12-01,135
Kia,Soul EV,Kia Soul EV,BEV,2015,DEC,2015-12-01,96
BMW,X5 xDrive 40e,BMW X5 xDrive 40e,PHEV,2015,DEC,2015-12-01,607
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2015,DEC,2015-12-01,16
Tesla,Model X,Tesla Model X,BEV,2015,DEC,2015-12-01,199
Porsche,918 Spyder,Porsche 918 Spyder,PHEV,2015,DEC,2015-12-01,0
Hyundai,Sonata PHEV,Hyundai Sonata PHEV,PHEV,2015,DEC,2015-12-01,145
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2015,DEC,2015-12-01,35
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2015,DEC,2015-12-01,9
Volvo,XC90,Volvo XC90,PHEV,2015,DEC,2015-12-01,74
Honda,Accord PHV,Honda Accord PHV,PHEV,2015,DEC,2015-12-01,1
Audi,A3 Sportback e-tron,Audi A3 Sportback e-tron,PHEV,2015,DEC,2015-12-01,49
Other,NA,Other,PHEV,2015,DEC,2015-12-01,0
Tesla,Model S,Tesla Model S,BEV,2016,JAN,2016-01-01,850
Chevrolet,Volt,Chevrolet Volt,PHEV,2016,JAN,2016-01-01,996
Tesla,Model X,Tesla Model X,BEV,2016,JAN,2016-01-01,270
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2016,JAN,2016-01-01,581
Nissan,LEAF,Nissan LEAF,BEV,2016,JAN,2016-01-01,755
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2016,JAN,2016-01-01,350
BMW,i3,BMW i3,PHEV,2016,JAN,2016-01-01,182
BMW,X5 xDrive 40e,BMW X5 xDrive 40e,PHEV,2016,JAN,2016-01-01,181
Fiat,500e,Fiat 500e,BEV,2016,JAN,2016-01-01,305
Audi,A3 Sportback e-tron,Audi A3 Sportback e-tron,PHEV,2016,JAN,2016-01-01,327
VW,e-Golf,VW e-Golf,BEV,2016,JAN,2016-01-01,328
Hyundai,Sonata PHEV,Hyundai Sonata PHEV,PHEV,2016,JAN,2016-01-01,175
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2016,JAN,2016-01-01,139
Toyota,Prius Prime,Toyota Prius Prime,PHEV,2016,JAN,2016-01-01,0
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2016,JAN,2016-01-01,146
Volvo,XC90,Volvo XC90,PHEV,2016,JAN,2016-01-01,226
Kia,Soul EV,Kia Soul EV,BEV,2016,JAN,2016-01-01,81
BMW,i8,BMW i8,PHEV,2016,JAN,2016-01-01,32
Ford,Focus Electric,Ford Focus Electric,BEV,2016,JAN,2016-01-01,66
BMW,330e,BMW 330e,PHEV,2016,JAN,2016-01-01,0
smart,ED,smart ED,BEV,2016,JAN,2016-01-01,48
Mercedes,B250e,Mercedes B250e,BEV,2016,JAN,2016-01-01,58
Chevrolet,Bolt EV,Chevrolet Bolt EV,BEV,2016,JAN,2016-01-01,0
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2016,JAN,2016-01-01,19
Cadillac,ELR,Cadillac ELR,PHEV,2016,JAN,2016-01-01,67
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2016,JAN,2016-01-01,27
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2016,JAN,2016-01-01,0
Mercedes,C350e,Mercedes C350e,PHEV,2016,JAN,2016-01-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2016,JAN,2016-01-01,2
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2016,JAN,2016-01-01,10
BMW,740e,BMW 740e,PHEV,2016,JAN,2016-01-01,0
Other,NA,Other,PHEV,2016,JAN,2016-01-01,0
Tesla,Model S,Tesla Model S,BEV,2016,FEB,2016-02-01,1550
Chevrolet,Volt,Chevrolet Volt,PHEV,2016,FEB,2016-02-01,1126
Tesla,Model X,Tesla Model X,BEV,2016,FEB,2016-02-01,270
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2016,FEB,2016-02-01,932
Nissan,LEAF,Nissan LEAF,BEV,2016,FEB,2016-02-01,930
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2016,FEB,2016-02-01,490
BMW,i3,BMW i3,PHEV,2016,FEB,2016-02-01,248
BMW,X5 xDrive 40e,BMW X5 xDrive 40e,PHEV,2016,FEB,2016-02-01,345
Fiat,500e,Fiat 500e,BEV,2016,FEB,2016-02-01,210
Audi,A3 Sportback e-tron,Audi A3 Sportback e-tron,PHEV,2016,FEB,2016-02-01,243
VW,e-Golf,VW e-Golf,BEV,2016,FEB,2016-02-01,198
Hyundai,Sonata PHEV,Hyundai Sonata PHEV,PHEV,2016,FEB,2016-02-01,200
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2016,FEB,2016-02-01,216
Toyota,Prius Prime,Toyota Prius Prime,PHEV,2016,FEB,2016-02-01,0
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2016,FEB,2016-02-01,172
Volvo,XC90,Volvo XC90,PHEV,2016,FEB,2016-02-01,176
Kia,Soul EV,Kia Soul EV,BEV,2016,FEB,2016-02-01,60
BMW,i8,BMW i8,PHEV,2016,FEB,2016-02-01,54
Ford,Focus Electric,Ford Focus Electric,BEV,2016,FEB,2016-02-01,81
BMW,330e,BMW 330e,PHEV,2016,FEB,2016-02-01,0
smart,ED,smart ED,BEV,2016,FEB,2016-02-01,54
Mercedes,B250e,Mercedes B250e,BEV,2016,FEB,2016-02-01,37
Chevrolet,Bolt EV,Chevrolet Bolt EV,BEV,2016,FEB,2016-02-01,0
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2016,FEB,2016-02-01,36
Cadillac,ELR,Cadillac ELR,PHEV,2016,FEB,2016-02-01,91
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2016,FEB,2016-02-01,33
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2016,FEB,2016-02-01,0
Mercedes,C350e,Mercedes C350e,PHEV,2016,FEB,2016-02-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2016,FEB,2016-02-01,5
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2016,FEB,2016-02-01,6
BMW,740e,BMW 740e,PHEV,2016,FEB,2016-02-01,0
Other,NA,Other,PHEV,2016,FEB,2016-02-01,0
Tesla,Model S,Tesla Model S,BEV,2016,MAR,2016-03-01,3990
Chevrolet,Volt,Chevrolet Volt,PHEV,2016,MAR,2016-03-01,1865
