Brand,Model,Name,Fuel,Year,Month,Date,Sales
Ford,Focus Electric,Ford Focus Electric,BEV,2013,DEC,2013-12-01,158
Toyota,RAV4 EV,Toyota RAV4 EV,BEV,2013,DEC,2013-12-01,28
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2013,DEC,2013-12-01,11
smart,ED,smart ED,BEV,2013,DEC,2013-12-01,167
Honda,Fit EV,Honda Fit EV,BEV,2013,DEC,2013-12-01,51
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2013,DEC,2013-12-01,76
Honda,Accord PHV,Honda Accord PHV,PHEV,2013,DEC,2013-12-01,38
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2013,DEC,2013-12-01,47
Cadillac,ELR,Cadillac ELR,PHEV,2013,DEC,2013-12-01,6
Nissan,LEAF,Nissan LEAF,BEV,2014,JAN,2014-01-01,1252
Chevrolet,Volt,Chevrolet Volt,PHEV,2014,JAN,2014-01-01,918
Tesla,Model S,Tesla Model S,BEV,2014,JAN,2014-01-01,800
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2014,JAN,2014-01-01,803
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2014,JAN,2014-01-01,533
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2014,JAN,2014-01-01,471
BMW,i3,BMW i3,PHEV,2014,JAN,2014-01-01,0
Fiat,500e,Fiat 500e,BEV,2014,JAN,2014-01-01,310
smart,ED,smart ED,BEV,2014,JAN,2014-01-01,97
Ford,Focus Electric,Ford Focus Electric,BEV,2014,JAN,2014-01-01,100
Cadillac,ELR,Cadillac ELR,PHEV,2014,JAN,2014-01-01,41
Toyota,RAV4 EV,Toyota RAV4 EV,BEV,2014,JAN,2014-01-01,63
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2014,JAN,2014-01-01,93
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2014,JAN,2014-01-01,141
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2014,JAN,2014-01-01,0
BMW,i8,BMW i8,PHEV,2014,JAN,2014-01-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2014,JAN,2014-01-01,27
Honda,Fit EV,Honda Fit EV,BEV,2014,JAN,2014-01-01,30
Kia,Soul EV,Kia Soul EV,BEV,2014,JAN,2014-01-01,0
VW,e-Golf,VW e-Golf,BEV,2014,JAN,2014-01-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2014,JAN,2014-01-01,1
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2014,JAN,2014-01-01,0
Nissan,LEAF,Nissan LEAF,BEV,2014,FEB,2014-02-01,1425
Chevrolet,Volt,Chevrolet Volt,PHEV,2014,FEB,2014-02-01,1210
Tesla,Model S,Tesla Model S,BEV,2014,FEB,2014-02-01,1089
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2014,FEB,2014-02-01,1041
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2014,FEB,2014-02-01,779
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2014,FEB,2014-02-01,552
BMW,i3,BMW i3,PHEV,2014,FEB,2014-02-01,0
Fiat,500e,Fiat 500e,BEV,2014,FEB,2014-02-01,336
smart,ED,smart ED,BEV,2014,FEB,2014-02-01,122
Ford,Focus Electric,Ford Focus Electric,BEV,2014,FEB,2014-02-01,129
Cadillac,ELR,Cadillac ELR,PHEV,2014,FEB,2014-02-01,58
Toyota,RAV4 EV,Toyota RAV4 EV,BEV,2014,FEB,2014-02-01,101
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2014,FEB,2014-02-01,71
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2014,FEB,2014-02-01,57
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2014,FEB,2014-02-01,0
BMW,i8,BMW i8,PHEV,2014,FEB,2014-02-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2014,FEB,2014-02-01,24
Honda,Fit EV,Honda Fit EV,BEV,2014,FEB,2014-02-01,33
Kia,Soul EV,Kia Soul EV,BEV,2014,FEB,2014-02-01,0
VW,e-Golf,VW e-Golf,BEV,2014,FEB,2014-02-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2014,FEB,2014-02-01,3
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2014,FEB,2014-02-01,0
Nissan,LEAF,Nissan LEAF,BEV,2014,MAR,2014-03-01,2507
Chevrolet,Volt,Chevrolet Volt,PHEV,2014,MAR,2014-03-01,1478
Tesla,Model S,Tesla Model S,BEV,2014,MAR,2014-03-01,1300
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2014,MAR,2014-03-01,1452
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2014,MAR,2014-03-01,899
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2014,MAR,2014-03-01,610
BMW,i3,BMW i3,PHEV,2014,MAR,2014-03-01,0
Fiat,500e,Fiat 500e,BEV,2014,MAR,2014-03-01,644
smart,ED,smart ED,BEV,2014,MAR,2014-03-01,186
Ford,Focus Electric,Ford Focus Electric,BEV,2014,MAR,2014-03-01,177
Cadillac,ELR,Cadillac ELR,PHEV,2014,MAR,2014-03-01,81
Toyota,RAV4 EV,Toyota RAV4 EV,BEV,2014,MAR,2014-03-01,73
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2014,MAR,2014-03-01,108
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2014,MAR,2014-03-01,56
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2014,MAR,2014-03-01,0
BMW,i8,BMW i8,PHEV,2014,MAR,2014-03-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2014,MAR,2014-03-01,18
Honda,Fit EV,Honda Fit EV,BEV,2014,MAR,2014-03-01,37
Kia,Soul EV,Kia Soul EV,BEV,2014,MAR,2014-03-01,0
VW,e-Golf,VW e-Golf,BEV,2014,MAR,2014-03-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2014,MAR,2014-03-01,24
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2014,MAR,2014-03-01,0
Nissan,LEAF,Nissan LEAF,BEV,2014,APR,2014-04-01,2088
Chevrolet,Volt,Chevrolet Volt,PHEV,2014,APR,2014-04-01,1548
Tesla,Model S,Tesla Model S,BEV,2014,APR,2014-04-01,1100
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2014,APR,2014-04-01,1741
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2014,APR,2014-04-01,743
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2014,APR,2014-04-01,525
BMW,i3,BMW i3,PHEV,2014,APR,2014-04-01,0
Fiat,500e,Fiat 500e,BEV,2014,APR,2014-04-01,442
smart,ED,smart ED,BEV,2014,APR,2014-04-01,203
Ford,Focus Electric,Ford Focus Electric,BEV,2014,APR,2014-04-01,116
Cadillac,ELR,Cadillac ELR,PHEV,2014,APR,2014-04-01,61
Toyota,RAV4 EV,Toyota RAV4 EV,BEV,2014,APR,2014-04-01,69
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2014,APR,2014-04-01,97
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2014,APR,2014-04-01,63
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2014,APR,2014-04-01,0
BMW,i8,BMW i8,PHEV,2014,APR,2014-04-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2014,APR,2014-04-01,37
Honda,Fit EV,Honda Fit EV,BEV,2014,APR,2014-04-01,50
Kia,Soul EV,Kia Soul EV,BEV,2014,APR,2014-04-01,0
VW,e-Golf,VW e-Golf,BEV,2014,APR,2014-04-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2014,APR,2014-04-01,12
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2014,APR,2014-04-01,0
Nissan,LEAF,Nissan LEAF,BEV,2014,MAY,2014-05-01,3117
Chevrolet,Volt,Chevrolet Volt,PHEV,2014,MAY,2014-05-01,1684
Tesla,Model S,Tesla Model S,BEV,2014,MAY,2014-05-01,1000
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2014,MAY,2014-05-01,2692
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2014,MAY,2014-05-01,1342
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2014,MAY,2014-05-01,782
BMW,i3,BMW i3,PHEV,2014,MAY,2014-05-01,336
Fiat,500e,Fiat 500e,BEV,2014,MAY,2014-05-01,476
smart,ED,smart ED,BEV,2014,MAY,2014-05-01,206
Ford,Focus Electric,Ford Focus Electric,BEV,2014,MAY,2014-05-01,177
Cadillac,ELR,Cadillac ELR,PHEV,2014,MAY,2014-05-01,52
Toyota,RAV4 EV,Toyota RAV4 EV,BEV,2014,MAY,2014-05-01,149
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2014,MAY,2014-05-01,182
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2014,MAY,2014-05-01,53
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2014,MAY,2014-05-01,0
BMW,i8,BMW i8,PHEV,2014,MAY,2014-05-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2014,MAY,2014-05-01,46
Honda,Fit EV,Honda Fit EV,BEV,2014,MAY,2014-05-01,33
Kia,Soul EV,Kia Soul EV,BEV,2014,MAY,2014-05-01,0
VW,e-Golf,VW e-Golf,BEV,2014,MAY,2014-05-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2014,MAY,2014-05-01,35
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2014,MAY,2014-05-01,0
Nissan,LEAF,Nissan LEAF,BEV,2014,JUN,2014-06-01,2347
Chevrolet,Volt,Chevrolet Volt,PHEV,2014,JUN,2014-06-01,1777
Tesla,Model S,Tesla Model S,BEV,2014,JUN,2014-06-01,1500
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2014,JUN,2014-06-01,1571
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2014,JUN,2014-06-01,1939
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2014,JUN,2014-06-01,988
BMW,i3,BMW i3,PHEV,2014,JUN,2014-06-01,358
Fiat,500e,Fiat 500e,BEV,2014,JUN,2014-06-01,636
smart,ED,smart ED,BEV,2014,JUN,2014-06-01,278
Ford,Focus Electric,Ford Focus Electric,BEV,2014,JUN,2014-06-01,197
Cadillac,ELR,Cadillac ELR,PHEV,2014,JUN,2014-06-01,97
Toyota,RAV4 EV,Toyota RAV4 EV,BEV,2014,JUN,2014-06-01,91
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2014,JUN,2014-06-01,85
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2014,JUN,2014-06-01,111
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2014,JUN,2014-06-01,0
BMW,i8,BMW i8,PHEV,2014,JUN,2014-06-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2014,JUN,2014-06-01,28
Honda,Fit EV,Honda Fit EV,BEV,2014,JUN,2014-06-01,38
Kia,Soul EV,Kia Soul EV,BEV,2014,JUN,2014-06-01,0
VW,e-Golf,VW e-Golf,BEV,2014,JUN,2014-06-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2014,JUN,2014-06-01,22
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2014,JUN,2014-06-01,0
Nissan,LEAF,Nissan LEAF,BEV,2014,JUL,2014-07-01,3019
Chevrolet,Volt,Chevrolet Volt,PHEV,2014,JUL,2014-07-01,2020
Tesla,Model S,Tesla Model S,BEV,2014,JUL,2014-07-01,800
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2014,JUL,2014-07-01,1371
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2014,JUL,2014-07-01,1226
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2014,JUL,2014-07-01,831
BMW,i3,BMW i3,PHEV,2014,JUL,2014-07-01,363
Fiat,500e,Fiat 500e,BEV,2014,JUL,2014-07-01,528
smart,ED,smart ED,BEV,2014,JUL,2014-07-01,298
Ford,Focus Electric,Ford Focus Electric,BEV,2014,JUL,2014-07-01,198
Cadillac,ELR,Cadillac ELR,PHEV,2014,JUL,2014-07-01,188
Toyota,RAV4 EV,Toyota RAV4 EV,BEV,2014,JUL,2014-07-01,68
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2014,JUL,2014-07-01,128
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2014,JUL,2014-07-01,63
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2014,JUL,2014-07-01,41
BMW,i8,BMW i8,PHEV,2014,JUL,2014-07-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2014,JUL,2014-07-01,41
Honda,Fit EV,Honda Fit EV,BEV,2014,JUL,2014-07-01,42
Kia,Soul EV,Kia Soul EV,BEV,2014,JUL,2014-07-01,0
VW,e-Golf,VW e-Golf,BEV,2014,JUL,2014-07-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2014,JUL,2014-07-01,17
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2014,JUL,2014-07-01,0
Nissan,LEAF,Nissan LEAF,BEV,2014,AUG,2014-08-01,3186
Chevrolet,Volt,Chevrolet Volt,PHEV,2014,AUG,2014-08-01,2511
Tesla,Model S,Tesla Model S,BEV,2014,AUG,2014-08-01,600
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2014,AUG,2014-08-01,818
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2014,AUG,2014-08-01,1222
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2014,AUG,2014-08-01,1050
BMW,i3,BMW i3,PHEV,2014,AUG,2014-08-01,1025
Fiat,500e,Fiat 500e,BEV,2014,AUG,2014-08-01,535
smart,ED,smart ED,BEV,2014,AUG,2014-08-01,208
Ford,Focus Electric,Ford Focus Electric,BEV,2014,AUG,2014-08-01,264
Cadillac,ELR,Cadillac ELR,PHEV,2014,AUG,2014-08-01,196
Toyota,RAV4 EV,Toyota RAV4 EV,BEV,2014,AUG,2014-08-01,228
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2014,AUG,2014-08-01,80
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2014,AUG,2014-08-01,68
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2014,AUG,2014-08-01,51
BMW,i8,BMW i8,PHEV,2014,AUG,2014-08-01,9
Honda,Accord PHV,Honda Accord PHV,PHEV,2014,AUG,2014-08-01,46
Honda,Fit EV,Honda Fit EV,BEV,2014,AUG,2014-08-01,55
Kia,Soul EV,Kia Soul EV,BEV,2014,AUG,2014-08-01,0
VW,e-Golf,VW e-Golf,BEV,2014,AUG,2014-08-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2014,AUG,2014-08-01,20
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2014,AUG,2014-08-01,0
Nissan,LEAF,Nissan LEAF,BEV,2014,SEP,2014-09-01,2881
Chevrolet,Volt,Chevrolet Volt,PHEV,2014,SEP,2014-09-01,1394
Tesla,Model S,Tesla Model S,BEV,2014,SEP,2014-09-01,2500
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2014,SEP,2014-09-01,353
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2014,SEP,2014-09-01,640
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2014,SEP,2014-09-01,677
BMW,i3,BMW i3,PHEV,2014,SEP,2014-09-01,1022
Fiat,500e,Fiat 500e,BEV,2014,SEP,2014-09-01,518
smart,ED,smart ED,BEV,2014,SEP,2014-09-01,182
Ford,Focus Electric,Ford Focus Electric,BEV,2014,SEP,2014-09-01,176
Cadillac,ELR,Cadillac ELR,PHEV,2014,SEP,2014-09-01,111
Toyota,RAV4 EV,Toyota RAV4 EV,BEV,2014,SEP,2014-09-01,125
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2014,SEP,2014-09-01,51
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2014,SEP,2014-09-01,82
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2014,SEP,2014-09-01,65
BMW,i8,BMW i8,PHEV,2014,SEP,2014-09-01,58
Honda,Accord PHV,Honda Accord PHV,PHEV,2014,SEP,2014-09-01,42
Honda,Fit EV,Honda Fit EV,BEV,2014,SEP,2014-09-01,29
Kia,Soul EV,Kia Soul EV,BEV,2014,SEP,2014-09-01,0
VW,e-Golf,VW e-Golf,BEV,2014,SEP,2014-09-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2014,SEP,2014-09-01,15
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2014,SEP,2014-09-01,0
Nissan,LEAF,Nissan LEAF,BEV,2014,OCT,2014-10-01,2589
Chevrolet,Volt,Chevrolet Volt,PHEV,2014,OCT,2014-10-01,1439
Tesla,Model S,Tesla Model S,BEV,2014,OCT,2014-10-01,1300
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2014,OCT,2014-10-01,479
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2014,OCT,2014-10-01,686
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2014,OCT,2014-10-01,644
BMW,i3,BMW i3,PHEV,2014,OCT,2014-10-01,1159
Fiat,500e,Fiat 500e,BEV,2014,OCT,2014-10-01,217
smart,ED,smart ED,BEV,2014,OCT,2014-10-01,150
Ford,Focus Electric,Ford Focus Electric,BEV,2014,OCT,2014-10-01,186
Cadillac,ELR,Cadillac ELR,PHEV,2014,OCT,2014-10-01,152
Toyota,RAV4 EV,Toyota RAV4 EV,BEV,2014,OCT,2014-10-01,97
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2014,OCT,2014-10-01,58
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2014,OCT,2014-10-01,97
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2014,OCT,2014-10-01,98
BMW,i8,BMW i8,PHEV,2014,OCT,2014-10-01,204
Honda,Accord PHV,Honda Accord PHV,PHEV,2014,OCT,2014-10-01,34
Honda,Fit EV,Honda Fit EV,BEV,2014,OCT,2014-10-01,23
Kia,Soul EV,Kia Soul EV,BEV,2014,OCT,2014-10-01,109
VW,e-Golf,VW e-Golf,BEV,2014,OCT,2014-10-01,1
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2014,OCT,2014-10-01,17
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2014,OCT,2014-10-01,0
Nissan,LEAF,Nissan LEAF,BEV,2014,NOV,2014-11-01,2687
Chevrolet,Volt,Chevrolet Volt,PHEV,2014,NOV,2014-11-01,1336
Tesla,Model S,Tesla Model S,BEV,2014,NOV,2014-11-01,1200
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2014,NOV,2014-11-01,451
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2014,NOV,2014-11-01,752
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2014,NOV,2014-11-01,644
BMW,i3,BMW i3,PHEV,2014,NOV,2014-11-01,816
Fiat,500e,Fiat 500e,BEV,2014,NOV,2014-11-01,211
smart,ED,smart ED,BEV,2014,NOV,2014-11-01,313
Ford,Focus Electric,Ford Focus Electric,BEV,2014,NOV,2014-11-01,191
Cadillac,ELR,Cadillac ELR,PHEV,2014,NOV,2014-11-01,155
Toyota,RAV4 EV,Toyota RAV4 EV,BEV,2014,NOV,2014-11-01,83
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2014,NOV,2014-11-01,61
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2014,NOV,2014-11-01,57
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2014,NOV,2014-11-01,193
BMW,i8,BMW i8,PHEV,2014,NOV,2014-11-01,126
Honda,Accord PHV,Honda Accord PHV,PHEV,2014,NOV,2014-11-01,43
Honda,Fit EV,Honda Fit EV,BEV,2014,NOV,2014-11-01,5
Kia,Soul EV,Kia Soul EV,BEV,2014,NOV,2014-11-01,140
VW,e-Golf,VW e-Golf,BEV,2014,NOV,2014-11-01,119
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2014,NOV,2014-11-01,18
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2014,NOV,2014-11-01,45
Nissan,LEAF,Nissan LEAF,BEV,2014,DEC,2014-12-01,3102
Chevrolet,Volt,Chevrolet Volt,PHEV,2014,DEC,2014-12-01,1490
Tesla,Model S,Tesla Model S,BEV,2014,DEC,2014-12-01,3500
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2014,DEC,2014-12-01,492
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2014,DEC,2014-12-01,789
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2014,DEC,2014-12-01,659
BMW,i3,BMW i3,PHEV,2014,DEC,2014-12-01,1013
Fiat,500e,Fiat 500e,BEV,2014,DEC,2014-12-01,279
smart,ED,smart ED,BEV,2014,DEC,2014-12-01,351
Ford,Focus Electric,Ford Focus Electric,BEV,2014,DEC,2014-12-01,53
Cadillac,ELR,Cadillac ELR,PHEV,2014,DEC,2014-12-01,118
Toyota,RAV4 EV,Toyota RAV4 EV,BEV,2014,DEC,2014-12-01,37
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2014,DEC,2014-12-01,131
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2014,DEC,2014-12-01,31
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2014,DEC,2014-12-01,326
BMW,i8,BMW i8,PHEV,2014,DEC,2014-12-01,158
Honda,Accord PHV,Honda Accord PHV,PHEV,2014,DEC,2014-12-01,63
Honda,Fit EV,Honda Fit EV,BEV,2014,DEC,2014-12-01,32
Kia,Soul EV,Kia Soul EV,BEV,2014,DEC,2014-12-01,110
VW,e-Golf,VW e-Golf,BEV,2014,DEC,2014-12-01,237
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2014,DEC,2014-12-01,12
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2014,DEC,2014-12-01,55
Tesla,Model S,Tesla Model S,BEV,2015,JAN,2015-01-01,1100
Nissan,LEAF,Nissan LEAF,BEV,2015,JAN,2015-01-01,1070
Chevrolet,Volt,Chevrolet Volt,PHEV,2015,JAN,2015-01-01,542
BMW,i3,BMW i3,PHEV,2015,JAN,2015-01-01,670
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2015,JAN,2015-01-01,426
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2015,JAN,2015-01-01,395
Fiat,500e,Fiat 500e,BEV,2015,JAN,2015-01-01,259
VW,e-Golf,VW e-Golf,BEV,2015,JAN,2015-01-01,181
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2015,JAN,2015-01-01,401
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2015,JAN,2015-01-01,86
BMW,i8,BMW i8,PHEV,2015,JAN,2015-01-01,85
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2015,JAN,2015-01-01,240
Ford,Focus Electric,Ford Focus Electric,BEV,2015,JAN,2015-01-01,85
smart,ED,smart ED,BEV,2015,JAN,2015-01-01,147
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2015,JAN,2015-01-01,66
Cadillac,ELR,Cadillac ELR,PHEV,2015,JAN,2015-01-01,92
Kia,Soul EV,Kia Soul EV,BEV,2015,JAN,2015-01-01,69
BMW,X5 xDrive 40e,BMW X5 xDrive 40e,PHEV,2015,JAN,2015-01-01,0
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2015,JAN,2015-01-01,61
Tesla,Model X,Tesla Model X,BEV,2015,JAN,2015-01-01,0
Porsche,918 Spyder,Porsche 918 Spyder,PHEV,2015,JAN,2015-01-01,34
Hyundai,Sonata PHEV,Hyundai Sonata PHEV,PHEV,2015,JAN,2015-01-01,0
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2015,JAN,2015-01-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2015,JAN,2015-01-01,3
Volvo,XC90,Volvo XC90,PHEV,2015,JAN,2015-01-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2015,JAN,2015-01-01,28
Audi,A3 Sportback e-tron,Audi A3 Sportback e-tron,PHEV,2015,JAN,2015-01-01,0
Other,NA,Other,PHEV,2015,JAN,2015-01-01,17
Tesla,Model S,Tesla Model S,BEV,2015,FEB,2015-02-01,1150
Nissan,LEAF,Nissan LEAF,BEV,2015,FEB,2015-02-01,1198
Chevrolet,Volt,Chevrolet Volt,PHEV,2015,FEB,2015-02-01,693
BMW,i3,BMW i3,PHEV,2015,FEB,2015-02-01,1089
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2015,FEB,2015-02-01,603
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2015,FEB,2015-02-01,498
Fiat,500e,Fiat 500e,BEV,2015,FEB,2015-02-01,315
VW,e-Golf,VW e-Golf,BEV,2015,FEB,2015-02-01,130
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2015,FEB,2015-02-01,397
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2015,FEB,2015-02-01,119
BMW,i8,BMW i8,PHEV,2015,FEB,2015-02-01,113
Mercedes,B-Class ED,Mercedes B-Class ED,BEV,2015,FEB,2015-02-01,109
Ford,Focus Electric,Ford Focus Electric,BEV,2015,FEB,2015-02-01,145
smart,ED,smart ED,BEV,2015,FEB,2015-02-01,76
Porsche,Cayenne S-E,Porsche Cayenne S-E,PHEV,2015,FEB,2015-02-01,71
Cadillac,ELR,Cadillac ELR,PHEV,2015,FEB,2015-02-01,127
Kia,Soul EV,Kia Soul EV,BEV,2015,FEB,2015-02-01,48
BMW,X5 xDrive 40e,BMW X5 xDrive 40e,PHEV,2015,FEB,2015-02-01,0
Porsche,Panamera S-E,Porsche Panamera S-E,PHEV,2015,FEB,2015-02-01,40
Tesla,Model X,Tesla Model X,BEV,2015,FEB,2015-02-01,0
Porsche,918 Spyder,Porsche 918 Spyder,PHEV,2015,FEB,2015-02-01,14
Hyundai,Sonata PHEV,Hyundai Sonata PHEV,PHEV,2015,FEB,2015-02-01,0
Mercedes,S550 PHV,Mercedes S550 PHV,PHEV,2015,FEB,2015-02-01,0
Mitsubishi,i-MiEV,Mitsubishi i-MiEV,BEV,2015,FEB,2015-02-01,2
Volvo,XC90,Volvo XC90,PHEV,2015,FEB,2015-02-01,0
Honda,Accord PHV,Honda Accord PHV,PHEV,2015,FEB,2015-02-01,12
Audi,A3 Sportback e-tron,Audi A3 Sportback e-tron,PHEV,2015,FEB,2015-02-01,0
Other,NA,Other,PHEV,2015,FEB,2015-02-01,2
Tesla,Model S,Tesla Model S,BEV,2015,MAR,2015-03-01,2450
Nissan,LEAF,Nissan LEAF,BEV,2015,MAR,2015-03-01,1817
Chevrolet,Volt,Chevrolet Volt,PHEV,2015,MAR,2015-03-01,639
BMW,i3,BMW i3,PHEV,2015,MAR,2015-03-01,922
Ford,Fusion Energi,Ford Fusion Energi,PHEV,2015,MAR,2015-03-01,837
Ford,C-Max Energi,Ford C-Max Energi,PHEV,2015,MAR,2015-03-01,715
Fiat,500e,Fiat 500e,BEV,2015,MAR,2015-03-01,1310
VW,e-Golf,VW e-Golf,BEV,2015,MAR,2015-03-01,195
Toyota,Prius PHV,Toyota Prius PHV,PHEV,2015,MAR,2015-03-01,473
Chevrolet,Spark EV,Chevrolet Spark EV,BEV,2015,MAR,2015-03-01,151
